gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000257115,OR11H12,chr14,18601117,18602097,1,0,16689,,0,0,0,0,0.0,5.0,0.0,0,0,-0.036328
ENSG00000222036,POTEM,chr14,18967434,19003752,1,0,22782,,0,0,0,0,0.0,235.0,0.0,0,0,11.118837368421053
ENSG00000187537,POTEG,chr14,19402486,19434341,-1,0,377,,0,0,0,0,0.0,6.0,0.0,0,0,25.7990303030303
ENSG00000258453,OR11H2,chr14,19712936,19713883,-1,0,24684,,0,0,0,0,0.0,1.0,0.0,0,0,30.3221
ENSG00000176294,OR4N2,chr14,19719015,19830253,1,0,30763,,34,0,19,3,0.0,6.0,0.0,0,0,29.33868392857143
ENSG00000182652,OR4Q3,chr14,19743571,19749469,1,0,55319,,2,0,1,0,0.0,7.0,0.0,0,0,28.50836666666667
ENSG00000176299,OR4M1,chr14,19773504,19783696,1,0,85252,,3,0,1,1,0.0,58.0,0.0,0,0,28.419936363636364
ENSG00000176290,OR4K3,chr14,19868197,19869143,-1,0,179945,,0,0,0,0,0.0,0.0,0.0,0,0,36.518299999999996
ENSG00000165762,OR4K2,chr14,19875142,19883932,1,0,186890,,5,0,0,2,0.0,8.0,0.0,0,0,37.392579999999995
ENSG00000176281,OR4K5,chr14,19920607,19921578,1,0,232355,,1,0,1,0,0.0,5.0,0.0,0,0,38.23035
ENSG00000155249,OR4K1,chr14,19930917,19936757,1,0,242665,,1,0,0,0,0.0,2.0,0.0,0,0,37.65674285714285
ENSG00000169488,OR4K15,chr14,19975591,19976565,1,0,287339,,0,0,0,0,0.0,4.0,0.0,0,0,33.88005
ENSG00000196383,OR4Q2,chr14,19999913,20004760,1,0,311661,,1,0,0,0,0.0,1.0,0.0,0,0,31.125014285714286
ENSG00000169484,OR4K14,chr14,20014143,20019307,-1,0,325891,,0,0,0,0,0.0,2.0,0.0,0,0,29.764966666666666
ENSG00000176253,OR4K13,chr14,20029399,20036038,-1,0,341147,,2,0,0,0,0.0,1.0,0.0,0,0,28.5771375
