gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000161980,POLR3K,chr16,46407,53658,-1,1,0,0.82,11,1,7,1,0,49,0,2,0,64.2217111111111
ENSG00000161981,SNRNP25,chr16,53828,57669,1,1,0,0.82,9,1,7,0,0,26,0,1,0,65.06276
ENSG00000007384,RHBDF1,chr16,58058,78176,-1,4,0,0.9025,57,4,40,0,0,222,0,1,0,67.22597142857143
ENSG00000103152,MPG,chr16,77007,85851,1,1,0,0.81,21,2,19,0,0,191,0,1,0,70.05921000000001
ENSG00000103148,NPRL3,chr16,83205,138716,-1,1,0,0.74,95,1,79,3,0,227,0,2,0,77.043550877193
ENSG00000130656,HBZ,chr16,142728,154503,1,1,0,0.9,18,1,17,0,0,246,0,0,0,84.94766153846155
ENSG00000206177,HBM,chr16,153892,166764,1,2,0,0.92,20,1,11,1,0,42,0,0,0,86.4796357142857
ENSG00000188536,HBA2,chr16,172876,173710,1,1,0,0.93,2,0,2,0,0,403,0,0,0,87.67715000000001
ENSG00000206172,HBA1,chr16,176680,177522,1,1,0,0.93,4,1,2,0,0,496,0,0,0,87.91865
ENSG00000086506,HBQ1,chr16,180459,181179,1,1,0,0.81,4,1,3,0,0,107,0,0,0,88.0651
ENSG00000007392,LUC7L,chr16,188961,229463,-1,1,0,0.96,40,2,29,0,0,93,0,1,0,88.04267073170733
ENSG00000167930,FAM234A,chr16,234521,272183,1,2,0,0.87,57,3,47,0,0,45,0,2,0,85.6687394736842
ENSG00000076344,RGS11,chr16,268301,275980,-1,2,0,0.83,22,2,19,0,0,55,0,0,0,84.45738888888889
ENSG00000242173,ARHGDIG,chr16,280450,283010,1,2,0,0.79,9,2,7,0,0,26,0,0,0,83.918275
ENSG00000185615,PDIA2,chr16,283152,287215,1,2,0,1.11,12,1,11,0,0,355,0,0,0,83.74117999999999
ENSG00000103126,AXIN1,chr16,287440,352730,-1,6,0,0.855,119,1,108,2,3,518,1,3,0,82.78757462686566
ENSG00000086504,MRPL28,chr16,365916,371289,-1,1,0,0.73,15,2,10,0,0,276,0,2,0,82.56375000000001
ENSG00000129925,PGAP6,chr16,370788,387113,-1,5,0,0.796,42,5,36,0,0,148,0,4,0,82.63121764705883
ENSG00000103202,NME4,chr16,396725,410367,1,4,0,0.865,30,4,25,1,0,91,0,2,0,82.78144285714286
ENSG00000242612,DECR2,chr16,401854,412492,1,2,0,0.82,19,1,16,1,0,60,0,1,0,82.79864545454546
ENSG00000090565,RAB11FIP3,chr16,425593,523012,1,6,0,0.8133,140,3,118,5,0,51,0,2,0,82.899
ENSG00000103326,CAPN15,chr16,527712,554636,1,5,0,0.72,52,3,46,1,0,87,0,2,0,83.19450357142856
ENSG00000161992,PRR35,chr16,559688,565532,1,2,0,0.785,15,1,14,0,0,30,0,0,0,83.37984285714286
ENSG00000007541,PIGQ,chr16,566995,584120,1,3,0,0.7167,42,4,35,0,0,102,0,3,0,83.48151666666666
ENSG00000257108,NHLRC4,chr16,567005,569495,1,0,310,,6,1,5,0,0,6,0,2,0,83.42203333333333
ENSG00000197562,RAB40C,chr16,589007,629273,1,7,0,0.8757,72,3,68,0,0,89,0,2,0,83.67197073170732
ENSG00000127578,WFIKKN1,chr16,629239,634117,1,1,0,0.64,13,1,9,0,0,41,0,0,0,83.72630000000001
ENSG00000130731,METTL26,chr16,634412,636378,-1,1,0,0.64,6,1,5,0,0,24,0,1,0,83.72626666666666
ENSG00000172366,MCRIP2,chr16,636817,648474,1,3,0,0.7267,28,1,27,0,0,18,0,3,0,83.71920833333333
ENSG00000161996,WDR90,chr16,649287,667837,1,5,0,0.68,36,4,30,0,0,41,0,2,0,83.68207500000001
ENSG00000140983,RHOT2,chr16,668100,674174,1,2,0,0.805,15,1,14,0,0,65,0,1,0,83.63898571428571
ENSG00000103269,RHBDL1,chr16,675671,678268,1,0,1170,,7,2,5,0,0,58,0,0,0,83.61443333333334
ENSG00000103266,STUB1,chr16,679980,682870,1,1,0,0.69,9,3,6,0,0,716,0,1,0,83.594825
ENSG00000161999,JMJD8,chr16,681666,684528,-1,1,0,0.69,8,1,7,0,0,72,0,3,0,83.585825
ENSG00000127580,WDR24,chr16,684621,690444,-1,3,0,0.7567,13,3,10,0,0,40,0,2,0,83.56733333333332
ENSG00000127585,FBXL16,chr16,692498,705843,-1,5,0,0.766,32,2,30,0,0,67,0,2,0,83.50992666666667
ENSG00000103260,METRN,chr16,715118,719655,1,2,0,0.795,11,2,9,0,0,122,0,0,0,83.40198333333333
ENSG00000103254,ANTKMT,chr16,720581,722590,1,1,0,0.84,8,1,7,0,0,16,0,1,0,83.37116666666667
ENSG00000162004,CCDC78,chr16,722581,726954,-1,1,0,0.82,14,3,11,0,0,66,0,1,0,83.34908
ENSG00000103253,HAGHL,chr16,726494,735525,1,2,0,0.75,30,4,26,0,0,34,0,1,0,83.30067272727273
ENSG00000103245,CIAO3,chr16,729759,741329,-1,3,0,0.7733,30,2,28,0,0,80,0,1,0,83.260825
ENSG00000102854,MSLN,chr16,760734,768866,1,1,0,1.06,22,2,16,0,0,348,0,0,0,82.88848888888889
ENSG00000162006,MSLNL,chr16,769428,782054,-1,0,773,,27,1,17,1,0,17,0,0,0,82.68985
ENSG00000007376,RPUSD1,chr16,784974,788406,-1,1,0,0.81,10,2,8,0,0,26,0,1,0,82.439575
ENSG00000127586,CHTF18,chr16,788046,800737,1,6,0,0.7383,28,3,20,0,0,174,0,2,0,82.2174
ENSG00000127588,GNG13,chr16,798041,800734,-1,1,0,0.64,8,1,4,0,0,51,0,0,0,82.068725
ENSG00000103227,LMF1,chr16,853634,981318,-1,19,0,0.8037,234,2,184,7,0,109,0,2,0,75.60620234375
ENSG00000005513,SOX8,chr16,981444,986979,1,2,0,0.775,18,3,15,0,0,270,0,0,0,71.34195714285714
ENSG00000162009,SSTR5,chr16,1063867,1081467,1,4,0,0.7275,34,3,27,0,0,335,0,0,0,65.86130555555556
ENSG00000184471,C1QTNF8,chr16,1088226,1099401,-1,2,0,0.805,27,1,26,0,0,29,0,0,0,65.00153333333334
ENSG00000196557,CACNA1H,chr16,1153103,1224169,1,16,0,0.7569,154,5,116,3,0,339,0,0,0,67.6118152777778
ENSG00000116176,TPSG1,chr16,1221651,1225793,-1,0,3046,,11,1,10,0,0,51,0,0,0,70.62672
ENSG00000197253,TPSB2,chr16,1227272,1233725,-1,0,8667,,6,0,0,0,0,130,0,0,0,71.2520625
ENSG00000172236,TPSAB1,chr16,1239266,1242555,1,0,15448,,4,0,0,0,0,292,0,0,0,72.26122000000001
ENSG00000095917,TPSD1,chr16,1256059,1259008,1,1,0,0.8,9,0,3,0,0,184,0,0,0,73.806175
ENSG00000103275,UBE2I,chr16,1291357,1327018,1,3,0,0.8733,72,9,54,1,0,377,0,3,0,77.82297567567568
ENSG00000007516,BAIAP3,chr16,1333638,1349439,1,5,0,0.814,45,3,31,1,0,58,0,0,0,79.63966249999999
ENSG00000007520,TSR3,chr16,1349237,1351878,-1,1,0,0.9,7,1,6,0,0,24,0,1,0,80.03977499999999
ENSG00000090581,GNPTG,chr16,1351931,1365737,1,4,0,0.79,21,1,18,1,0,60,0,1,0,80.37191333333335
ENSG00000059145,UNKL,chr16,1363205,1414751,-1,9,0,0.8344,77,2,51,7,0,29,0,2,0,81.24572264150943
ENSG00000174109,UQCC4,chr16,1419752,1420756,-1,1,0,0.96,2,1,1,0,0,4,0,1,0,81.83840000000001
ENSG00000284395,PERCC1,chr16,1431078,1434441,1,1,0,0.72,8,1,7,0,0,33,0,0,0,81.93299999999999
ENSG00000197599,CCDC154,chr16,1434383,1444556,-1,2,0,0.83,23,2,17,0,0,79,0,0,0,81.95856666666667
ENSG00000103249,CLCN7,chr16,1444934,1475104,-1,10,0,0.745,56,2,49,0,0,310,0,1,0,81.91608064516129
ENSG00000251692,PTX4,chr16,1485886,1488981,-1,2,0,0.67,8,2,6,0,0,15,0,0,0,81.65525
ENSG00000100726,TELO2,chr16,1493329,1510459,1,4,0,0.755,43,1,35,1,0,83,0,1,0,81.42823333333337
ENSG00000187535,IFT140,chr16,1510427,1612075,-1,7,0,0.79,169,9,140,7,0,358,0,8,0,80.21289708737865
ENSG00000131634,TMEM204,chr16,1528688,1555580,1,5,0,0.76,64,5,59,0,0,48,0,3,0,80.59455714285714
