gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000176269,OR4F21,chr8,166086,167024,-1,0,61977,,1,0,0,0,0.0,1.0,0.0,0,0,45.98465
ENSG00000172748,ZNF596,chr8,232137,264703,1,1,0,1.06,14,2,5,2,0.0,28.0,0.0,1,0,44.08250882352941
ENSG00000147364,FBXO25,chr8,406428,477967,1,1,0,0.99,43,1,35,1,0.0,58.0,0.0,1,0,39.58835616438356
ENSG00000180190,TDRP,chr8,489803,545781,-1,1,0,0.81,52,2,44,0,0.0,154.0,0.0,0,0,37.85433859649123
ENSG00000104714,ERICH1,chr8,614746,738106,-1,12,0,0.8492,192,3,165,1,0.0,61.0,0.0,2,0,39.07385806451612
ENSG00000198010,DLGAP2,chr8,737628,1708476,1,71,0,0.8761,1013,8,563,83,0.0,145.0,0.0,4,0,44.17213934088569
ENSG00000182372,CLN8,chr8,1755778,1801711,1,3,0,0.8733,82,4,74,1,0.0,284.0,0.0,5,0,60.244146808510635
ENSG00000283239,KBTBD11-OT1,chr8,1763888,1958627,1,11,0,0.8482,337,6,308,4,0.0,0.0,0.0,4,0,58.49264387755102
ENSG00000104728,ARHGEF10,chr8,1823332,1958642,1,8,0,0.8288,246,3,225,3,0.0,252.0,0.0,0,0,57.99513649635037
ENSG00000176595,KBTBD11,chr8,1973677,2006937,1,3,0,0.89,66,3,58,1,0.0,94.0,0.0,2,0,54.262338235294116
ENSG00000036448,MYOM2,chr8,2044682,2165552,1,6,0,0.86,180,4,175,0,0.0,414.0,0.0,8,0,48.197827868852464
ENSG00000183117,CSMD1,chr8,2935353,4994972,-1,2,0,0.835,1039,3,562,132,0.0,307.0,0.0,0,0,23.506568073750607
ENSG00000147316,MCPH1,chr8,6406592,6648508,1,2,0,0.925,300,5,272,1,0.0,946.0,0.0,3,0,60.239300823045276
ENSG00000091879,ANGPT2,chr8,6499632,6563409,-1,0,3285,,86,2,81,1,0.0,825.0,0.0,0,0,60.7913328125
ENSG00000155189,AGPAT5,chr8,6708341,6761503,1,1,0,0.87,58,3,49,0,0.0,61.0,0.0,3,0,57.11480363636363
ENSG00000275591,XKR5,chr8,6805013,6835526,-1,2,0,0.755,40,1,24,6,0.0,31.0,0.0,0,0,50.728356250000004
ENSG00000164825,DEFB1,chr8,6870592,6877936,-1,0,34979,,13,1,12,0,0.0,390.0,0.0,0,0,48.18545
ENSG00000164822,DEFA6,chr8,6924697,6926076,-1,0,89084,,2,0,2,0,0.0,56.0,0.0,0,0,46.4112
ENSG00000164821,DEFA4,chr8,6935820,6938306,-1,0,100207,,4,1,3,0,0.0,101.0,0.0,0,0,46.05726666666667
ENSG00000206047,DEFA1,chr8,6977649,6980092,-1,0,111735,,0,0,0,0,0.0,468.0,0.0,0,0,45.079566666666665
ENSG00000240247,DEFA1B,chr8,6996766,6999202,-1,0,92625,,0,0,0,0,0.0,424.0,0.0,0,0,44.872899999999994
ENSG00000239839,DEFA3,chr8,7015869,7018359,-1,0,73468,,2,0,0,0,0.0,194.0,0.0,0,0,44.85163333333333
ENSG00000164816,DEFA5,chr8,7055304,7056739,-1,0,35088,,1,0,0,1,0.0,128.0,0.0,0,0,45.39723333333333
ENSG00000230045,FAM90A15,chr8,7256904,7259914,1,0,28611,,0,0,0,0,0.0,1.0,0.0,0,0,44.04925
ENSG00000233132,FAM90A3,chr8,7264526,7267536,1,0,36233,,0,0,0,0,0.0,0.0,0.0,0,0,44.277225
ENSG00000223885,FAM90A13,chr8,7279770,7282780,1,0,51477,,0,0,0,0,0.0,0.0,0.0,0,0,44.79125
ENSG00000215373,FAM90A5,chr8,7287392,7290402,1,0,59099,,1,0,0,0,0.0,0.0,0.0,0,0,45.0384
ENSG00000233295,FAM90A20,chr8,7295014,7298024,1,0,56941,,2,0,0,0,0.0,1.0,0.0,0,0,45.2996
ENSG00000206034,DEFB109B,chr8,7312722,7320096,1,0,34869,,1,0,0,0,0.0,4.0,0.0,0,0,45.692425
ENSG00000230549,USP17L1,chr8,7332387,7333979,1,0,20986,,0,0,0,0,0.0,27.0,0.0,0,0,45.53753333333333
ENSG00000236125,USP17L4,chr8,7337115,7338707,1,0,16258,,0,0,0,0,0.0,24.0,0.0,0,0,45.37256666666667
