gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000181404,WASHC1,chr9,14475,73865,-1,2,0,0.895,24,3,9,1,0.0,53.0,0.0,0,0,80.725596
ENSG00000170122,FOXD4,chr9,116231,118417,-1,1,0,0.77,4,0,4,0,0.0,41.0,0.0,0,0,79.53976666666667
ENSG00000172785,ZNG1A,chr9,119288,179147,-1,1,0,0.94,14,2,4,2,0.0,73.0,0.0,0,0,79.1550868852459
ENSG00000107099,DOCK8,chr9,214854,465259,1,1,0,1.06,240,4,214,5,0.0,491.0,0.0,8,0,75.25689721115538
ENSG00000107104,KANK1,chr9,470291,746105,1,3,0,0.9567,330,10,309,2,0.0,183.0,0.0,2,0,65.2439844765343
ENSG00000137090,DMRT1,chr9,841690,969090,1,1,0,1.03,88,2,54,9,0.0,417.0,0.0,0,0,52.77801796875
ENSG00000064218,DMRT3,chr9,976373,991746,1,1,0,0.9,16,1,15,0,0.0,123.0,0.0,0,0,48.46327647058824
ENSG00000173253,DMRT2,chr9,1049000,1057563,1,2,0,0.895,17,3,14,0,0.0,202.0,0.0,0,0,44.791990000000006
ENSG00000080503,SMARCA2,chr9,1980290,2193624,1,2,0,0.785,233,11,196,5,0.0,474.0,0.0,6,0,53.67771255813954
ENSG00000147852,VLDLR,chr9,2621182,2660056,1,1,0,0.97,47,4,41,0,0.0,653.0,0.0,1,0,42.1241075
ENSG00000168263,KCNV2,chr9,2717510,2730037,1,1,0,0.87,20,1,19,0,0.0,191.0,0.0,0,0,40.658323076923075
ENSG00000080608,PUM3,chr9,2720469,2844130,-1,1,0,1.07,117,1,107,2,0.0,92.0,0.0,1,0,39.65861759999999
ENSG00000080298,RFX3,chr9,3218297,3526022,-1,1,0,0.89,217,1,148,17,0.0,221.0,0.0,5,0,41.03812038834952
