gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000153404,PLEKHG4B,chr5,92128,189972,1,4,0,0.7475,147,1,112,7,0.0,51.0,0.0,0,0,53.92180101010101
ENSG00000185028,LRRC14B,chr5,191495,196334,1,2,0,0.795,16,3,13,0,0.0,28.0,0.0,0,0,55.43
ENSG00000164366,CCDC127,chr5,196868,218153,-1,4,0,0.7625,33,2,29,0,0.0,22.0,0.0,1,0,55.52360909090908
ENSG00000073578,SDHA,chr5,218274,257083,1,1,0,0.86,39,1,35,1,2.0,509.0,1.0,2,0,55.40161500000001
ENSG00000286001,,chr5,218298,314955,1,6,0,0.9783,103,2,93,1,0.0,0.0,0.0,4,0,55.0580530612245
ENSG00000249915,PDCD6,chr5,271621,314974,1,4,0,0.93,50,1,44,0,0.0,92.0,0.0,1,0,54.739372727272716
ENSG00000288622,PDCD6-AHRR,chr5,271670,438291,1,11,0,0.8664,300,5,270,3,0.0,0.0,0.0,2,0,55.64827485029941
ENSG00000063438,AHRR,chr5,320682,438291,1,7,0,0.83,235,5,210,3,0.0,249.0,0.0,1,0,56.030994067796605
ENSG00000180104,EXOC3,chr5,442522,471937,1,2,0,0.845,55,3,49,0,0.0,53.0,0.0,2,0,59.01935999999999
ENSG00000066230,SLC9A3,chr5,470456,524449,-1,14,0,0.7721,119,11,77,1,0.0,296.0,0.0,2,0,59.96301272727272
ENSG00000112877,CEP72,chr5,612330,667168,1,7,0,0.8029,101,1,94,1,0.0,190.0,0.0,1,0,58.067746428571425
ENSG00000171368,TPPP,chr5,659862,693997,-1,7,0,0.8057,78,2,75,0,0.0,441.0,0.0,2,0,57.73607142857142
ENSG00000206077,ZDHHC11B,chr5,710355,784729,-1,3,0,0.73,101,1,66,7,0.0,29.0,0.0,1,0,57.911346052631586
ENSG00000188818,ZDHHC11,chr5,795605,858973,-1,2,0,0.665,74,1,51,7,0.0,62.0,0.0,0,0,58.5969921875
ENSG00000028310,BRD9,chr5,850291,892838,-1,3,0,0.8467,87,3,71,2,0.0,200.0,0.0,1,0,59.48557500000001
ENSG00000071539,TRIP13,chr5,892884,919357,1,2,0,1.1,34,3,26,1,0.0,382.0,0.0,2,0,60.419688888888885
ENSG00000145506,NKD2,chr5,1008021,1040630,1,3,0,0.78,82,2,68,2,0.0,79.0,0.0,0,0,61.79794999999999
ENSG00000113504,SLC12A7,chr5,1050384,1155916,-1,22,0,0.7732,223,1,206,2,0.0,156.0,0.0,2,0,61.573596261682255
ENSG00000174358,SLC6A19,chr5,1201595,1225111,1,6,0,0.74,59,1,31,3,0.0,212.0,0.0,0,0,62.67284583333333
ENSG00000164363,SLC6A18,chr5,1225381,1246189,1,4,0,0.79,37,0,21,3,0.0,131.0,0.0,0,0,62.92015454545456
ENSG00000164362,TERT,chr5,1253147,1295085,-1,9,0,0.7989,77,1,50,1,6.0,1103.0,1.0,0,0,62.861746511627906
ENSG00000049656,CLPTM1L,chr5,1317744,1345099,-1,3,0,0.8067,67,2,63,0,0.0,170.0,0.0,1,0,61.46114999999999
ENSG00000142319,SLC6A3,chr5,1392794,1445514,-1,3,0,0.9,87,1,17,16,0.0,733.0,0.0,0,0,58.50291666666667
ENSG00000153395,LPCAT1,chr5,1456480,1524282,-1,8,0,0.8225,160,1,153,1,0.0,373.0,0.0,1,0,57.84270144927537
ENSG00000171421,MRPL36,chr5,1798381,1802001,-1,1,0,0.91,13,2,11,0,0.0,47.0,0.0,1,0,49.2752
ENSG00000145494,NDUFS6,chr5,1801363,1816051,1,1,0,0.91,21,1,17,1,0.0,242.0,0.0,1,0,48.80589375
ENSG00000113430,IRX4,chr5,1877413,1887381,-1,3,0,0.8733,27,5,22,0,0.0,235.0,0.0,0,0,44.26654545454546
ENSG00000170561,IRX2,chr5,2741794,2751677,-1,2,0,0.945,29,2,27,0,0.0,115.0,0.0,0,0,20.170118181818182
ENSG00000170549,IRX1,chr5,3595832,3601403,1,1,0,0.86,15,2,13,0,0.0,233.0,0.0,0,0,18.68456666666667
ENSG00000145536,ADAMTS16,chr5,5140329,5320304,1,2,0,0.795,170,1,138,2,0.0,133.0,0.0,0,0,30.996083425414362
ENSG00000164151,ICE1,chr5,5420664,5490220,1,1,0,0.89,58,2,38,3,0.0,64.0,0.0,1,0,31.21246142857143
ENSG00000133398,MED10,chr5,6371874,6378571,-1,1,0,0.79,9,1,8,0,0.0,129.0,0.0,1,0,43.80315
ENSG00000215218,UBE2QL1,chr5,6448859,6496723,1,1,0,1.13,72,1,70,0,0.0,56.0,0.0,0,0,50.00035306122449
ENSG00000037474,NSUN2,chr5,6599237,6633304,-1,1,0,0.91,33,2,25,2,0.0,374.0,0.0,1,0,53.68227714285714
ENSG00000145545,SRD5A1,chr5,6633290,6676539,1,1,0,0.91,39,2,27,2,0.0,137.0,0.0,1,0,54.06113111111112
ENSG00000112941,TENT4A,chr5,6713291,6757045,1,2,0,1.0,80,3,74,0,0.0,68.0,0.0,3,0,55.064780000000006
ENSG00000078295,ADCY2,chr5,7395681,7830081,1,1,0,0.78,308,2,237,15,0.0,153.0,0.0,0,0,31.45364436781609
ENSG00000215217,CFAP90,chr5,7830378,7851512,-1,1,0,0.69,18,1,15,0,0.0,29.0,0.0,0,0,36.575917391304344
ENSG00000124275,MTRR,chr5,7851186,7906025,1,2,0,0.815,55,2,46,1,0.0,237.0,0.0,5,0,37.45522142857143
ENSG00000124279,FASTKD3,chr5,7859159,7869055,-1,1,0,0.94,7,1,5,0,0.0,54.0,0.0,1,0,37.27586363636364
ENSG00000112902,SEMA5A,chr5,9035033,9546142,-1,1,0,0.76,450,4,344,25,0.0,183.0,0.0,0,0,29.706426171875002
ENSG00000169777,TAS2R1,chr5,9627347,9712378,-1,0,80744,,65,0,43,5,0.0,35.0,0.0,0,0,44.67223604651163
ENSG00000150756,ATPSCKMT,chr5,10225507,10249897,-1,1,0,0.92,27,1,22,0,0.0,36.0,0.0,1,0,81.51030800000001
