gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000176695,OR4F17,chr19,107104,117102,1,0,35760,,0,0,0,0,0.0,4.0,0.0,0,0,67.4375
ENSG00000141934,PLPP2,chr19,278504,291403,-1,1,0,1.04,22,2,13,2,0.0,65.0,0.0,0,0,75.09664615384615
ENSG00000105556,MIER2,chr19,305573,344815,-1,5,0,0.82,61,1,44,0,0.0,32.0,0.0,1,0,71.40509
ENSG00000105549,SPMAP2,chr19,361747,376026,-1,2,0,0.865,24,2,16,3,0.0,170.0,0.0,0,0,71.21809333333334
ENSG00000183186,C2CD4C,chr19,405443,409147,-1,2,0,0.65,11,1,8,0,0.0,14.0,0.0,0,0,72.96692
ENSG00000129946,SHC2,chr19,416589,461100,-1,11,0,0.8382,77,1,45,2,0.0,106.0,0.0,0,0,74.91269555555556
ENSG00000181781,CIMAP1D,chr19,463346,474983,-1,1,0,0.7,20,2,5,2,0.0,38.0,0.0,0,0,76.82334615384615
ENSG00000099866,MADCAM1,chr19,489176,505343,1,4,0,0.775,35,3,24,1,0.0,295.0,0.0,1,0,78.55635882352942
ENSG00000141933,TPGS1,chr19,507497,519654,1,2,0,0.925,29,1,25,0,0.0,125.0,0.0,2,0,79.49628571428572
ENSG00000099804,CDC34,chr19,531721,542092,1,3,0,0.6933,22,2,14,1,0.0,151.0,0.0,1,0,80.6696
ENSG00000197540,GZMM,chr19,544034,549924,1,0,1366,,14,1,11,0,0.0,94.0,0.0,1,0,81.09705714285714
ENSG00000172270,BSG,chr19,571277,583498,1,4,0,0.765,33,6,27,0,0.0,831.0,0.0,1,0,82.06758461538462
ENSG00000099822,HCN2,chr19,589881,617159,1,6,0,0.8567,56,2,39,0,0.0,617.0,0.0,1,0,82.55000357142856
ENSG00000099821,POLRMT,chr19,617168,633572,-1,2,0,0.76,38,1,29,2,0.0,88.0,0.0,1,0,82.77489444444444
ENSG00000070388,FGF22,chr19,639879,644373,1,3,0,0.8233,10,1,9,0,0.0,55.0,0.0,0,0,82.86692000000001
ENSG00000070423,RNF126,chr19,647526,663233,-1,4,0,0.7525,35,1,32,0,0.0,70.0,0.0,1,0,82.903525
ENSG00000070404,FSTL3,chr19,676392,683392,1,3,0,0.8667,22,2,20,0,0.0,257.0,0.0,2,0,82.906875
ENSG00000185198,PRSS57,chr19,685546,695498,-1,1,0,0.7,19,1,11,0,0.0,59.0,0.0,0,0,82.88474
ENSG00000099864,PALM,chr19,708935,748329,1,7,0,0.7386,69,3,61,1,0.0,67.0,0.0,0,0,82.72924
ENSG00000099812,MISP,chr19,748404,764363,1,1,0,0.64,32,2,23,2,0.0,93.0,0.0,0,0,82.55694117647059
ENSG00000011304,PTBP1,chr19,797075,812327,1,5,0,0.786,45,6,39,0,0.0,686.0,0.0,3,0,82.25640625
ENSG00000129951,PLPPR3,chr19,812487,822619,-1,2,0,0.88,23,3,17,0,0.0,22.0,0.0,0,0,82.24150833333333
ENSG00000172232,AZU1,chr19,825097,832018,1,0,2634,,15,2,11,0,0.0,254.0,0.0,0,0,82.26418749999999
ENSG00000196415,PRTN3,chr19,840999,848175,1,3,0,0.7467,15,2,13,0,0.0,703.0,0.0,0,0,82.3582375
ENSG00000197561,ELANE,chr19,850951,856247,1,2,0,0.895,11,2,4,2,0.0,798.0,0.0,0,0,82.44093333333335
ENSG00000197766,CFD,chr19,859453,869490,1,4,0,0.865,29,1,26,0,0.0,411.0,0.0,0,0,82.56380909090909
ENSG00000175221,MED16,chr19,867630,893218,-1,6,0,0.8283,64,2,54,2,0.0,43.0,0.0,3,0,82.80542307692309
ENSG00000198858,R3HDM4,chr19,896503,913245,-1,4,0,0.6925,34,1,32,0,0.0,38.0,0.0,5,0,83.2159588235294
ENSG00000116014,KISS1R,chr19,917287,921005,1,1,0,0.76,13,2,11,0,0.0,590.0,0.0,3,0,83.44784
ENSG00000116017,ARID3A,chr19,924528,975939,1,9,0,0.7711,122,4,111,4,0.0,335.0,0.0,4,0,83.76521153846153
ENSG00000065268,WDR18,chr19,984294,998438,1,4,0,0.7575,32,1,31,0,0.0,27.0,0.0,2,0,83.75391999999998
ENSG00000116032,GRIN3B,chr19,1000419,1009732,1,4,0,0.775,23,1,18,0,0.0,199.0,0.0,0,0,83.61912727272727
