gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000277322,GOLGA6L6,chr15,20531856,20541800,-1,0,25286,,1,0,0,0,0.0,9.0,0.0,0,0,30.532281818181822
ENSG00000230031,POTEB2,chr15,20835372,20866314,-1,0,11370,,0,0,0,0,0.0,1.0,0.0,0,0,30.179375
ENSG00000278522,POTEB3,chr15,21405401,21440499,-1,0,10878,,2,0,1,0,0.0,2.0,0.0,0,0,7.573653611111112
ENSG00000280709,LINC02203,chr15,21552795,21653276,1,0,100081,,0,0,0,0,0.0,0.0,0.0,0,0,0.2101468712871287
ENSG00000182974,OR4M2B,chr15,21637909,21638992,1,0,185195,,0,0,0,0,0.0,41.0,0.0,0,0,0.5194985
ENSG00000279408,OR4N4C,chr15,21651844,21652968,1,0,199130,,0,0,0,0,0.0,0.0,0.0,0,0,0.2017465
ENSG00000233917,POTEB,chr15,21846329,21877735,-1,0,10923,,0,0,0,0,0.0,6.0,0.0,0,0,18.665599999999998
ENSG00000285472,OR4M2-OT1,chr15,22015233,22095857,1,0,125238,,0,0,0,0,0.0,0.0,0.0,0,0,29.33937195121952
ENSG00000274102,OR4M2,chr15,22070241,22083221,1,0,174113,,0,0,0,0,0.0,44.0,0.0,0,0,28.633685714285715
ENSG00000183706,OR4N4,chr15,22094522,22095862,1,0,161472,,0,0,0,0,0.0,2.0,0.0,0,0,27.8515
ENSG00000277865,GOLGA6L22,chr15,22458903,22469226,1,0,25254,,1,0,0,0,0.0,1.0,0.0,0,0,29.161690909090908
ENSG00000170113,NIPA1,chr15,22773063,22829789,1,1,0,1.14,60,3,47,0,0.0,170.0,0.0,4,0,68.98441379310344
ENSG00000140157,NIPA2,chr15,22838625,22869362,1,1,0,1.01,32,1,27,2,0.0,57.0,0.0,1,0,67.90678064516129
ENSG00000273749,CYFIP1,chr15,22867052,22981063,-1,3,0,0.8067,152,1,133,2,0.0,148.0,0.0,1,0,68.63553217391303
ENSG00000275835,TUBGCP5,chr15,22983192,23039640,-1,1,0,1.05,36,1,21,2,0.0,68.0,0.0,1,0,69.93251379310345
ENSG00000273976,GOLGA6L1,chr15,23127066,23136822,-1,0,43058,,0,0,0,0,0.0,3.0,0.0,0,0,67.59377272727272
ENSG00000273756,GOLGA6L26,chr15,23324535,23334196,-1,0,20721,,1,0,0,0,0.0,0.0,0.0,0,0,68.55610000000001
ENSG00000261739,GOLGA8S,chr15,23354748,23368341,1,0,50934,,4,0,1,1,0.0,5.0,0.0,0,0,65.96942142857142
ENSG00000174450,GOLGA6L2,chr15,23439038,23447243,-1,0,135224,,6,0,3,1,0.0,11.0,0.0,0,0,52.05877777777778
ENSG00000179455,MKRN3,chr15,23565674,23630075,1,0,56337,,38,2,18,3,0.0,184.0,0.0,1,0,50.95253076923077
ENSG00000254585,MAGEL2,chr15,23643549,23647867,-1,0,38545,,12,1,10,0,0.0,331.0,0.0,0,0,55.732119999999995
ENSG00000182636,NDN,chr15,23685400,23687305,-1,1,0,0.84,5,1,4,0,0.0,161.0,0.0,0,0,56.122733333333336
ENSG00000185823,NPAP1,chr15,24675775,24683393,1,1,0,0.77,5,1,2,0,0.0,35.0,0.0,0,0,20.4560875
ENSG00000128739,SNRPN,chr15,24823637,24978723,1,3,0,1.0167,93,4,73,3,0.0,339.0,0.0,1,0,14.367300000000004
ENSG00000273173,SNURF,chr15,24954987,24977850,1,1,0,0.88,16,1,14,0,0.0,38.0,0.0,1,0,13.829991666666666
ENSG00000214265,,chr15,24955034,25000276,1,1,0,0.88,22,2,16,0,0.0,0.0,0.0,1,0,14.26282765957447
ENSG00000114062,UBE3A,chr15,25333728,25439092,-1,1,0,0.99,75,4,60,2,0.0,829.0,0.0,1,0,22.265099056603773
ENSG00000206190,ATP10A,chr15,25677273,25865184,-1,3,0,1.0333,228,5,199,6,0.0,196.0,0.0,3,0,30.138206878306878
ENSG00000166206,GABRB3,chr15,26543552,26939539,-1,7,0,0.7886,263,8,179,15,0.0,473.0,0.0,0,0,30.534469521410575
ENSG00000186297,GABRA5,chr15,26866911,26949208,1,3,0,0.7533,70,2,30,10,0.0,378.0,0.0,0,0,36.338003614457826
ENSG00000182256,GABRG3,chr15,26971181,27541984,1,2,0,0.875,370,2,194,43,0.0,301.0,0.0,0,0,55.16750087412588
ENSG00000104044,OCA2,chr15,27754874,28099664,-1,8,0,0.8038,271,2,138,24,0.0,1099.0,0.0,0,0,46.93245838150288
ENSG00000128731,HERC2,chr15,28111040,28322179,-1,6,0,0.8117,162,0,119,7,0.0,369.0,0.0,1,0,51.35064433962263
ENSG00000237850,GOLGA6L24,chr15,28347851,28358084,-1,0,25302,,0,0,0,0,0.0,3.0,0.0,0,0,59.37369999999999
ENSG00000153684,GOLGA8F,chr15,28378621,28392021,1,0,10842,,1,0,0,0,0.0,2.0,0.0,0,0,60.395185714285724
ENSG00000183629,GOLGA8G,chr15,28519611,28533014,-1,0,10817,,1,0,0,0,0.0,7.0,0.0,0,0,64.90937142857142
ENSG00000227717,GOLGA6L25,chr15,28553568,28563779,1,0,25294,,0,0,0,0,0.0,1.0,0.0,0,0,66.4113
ENSG00000188626,GOLGA8M,chr15,28698583,28738384,-1,1,0,0.97,21,1,12,2,0.0,11.0,0.0,0,0,74.773095
ENSG00000261649,GOLGA6L7,chr15,28841832,28848675,-1,0,9294,,6,0,4,0,0.0,11.0,0.0,0,0,71.813675
ENSG00000034053,APBA2,chr15,28884449,29118317,1,4,0,0.77,369,5,343,3,0.0,107.0,0.0,5,0,67.05380510638297
ENSG00000104059,ENTREP2,chr15,29120252,29571103,-1,2,0,1.01,369,3,257,17,0.0,45.0,0.0,1,0,62.323252876106196
ENSG00000185115,NSMCE3,chr15,29264989,29269822,-1,1,0,0.96,6,1,5,0,0.0,36.0,0.0,1,0,67.97353333333334
ENSG00000104067,TJP1,chr15,29699367,29968915,-1,2,0,1.16,264,5,236,1,0.0,698.0,0.0,0,0,45.421646494464945
ENSG00000179938,GOLGA8J,chr15,30082955,30096690,1,0,6728,,0,0,0,0,0.0,11.0,0.0,0,0,49.139540000000004
ENSG00000261247,GOLGA8T,chr15,30135051,30148748,1,0,30676,,2,0,0,1,0.0,4.0,0.0,0,0,49.37871333333332
ENSG00000166664,CHRFAM7A,chr15,30360566,30393858,-1,2,0,0.805,3,0,0,1,0.0,131.0,0.0,0,0,49.65621470588235
ENSG00000186399,GOLGA8R,chr15,30400562,30414260,-1,0,6721,,1,0,0,0,0.0,1.0,0.0,0,0,52.234764285714284
ENSG00000178115,GOLGA8Q,chr15,30552050,30565684,1,0,6742,,1,0,0,0,0.0,1.0,0.0,0,0,36.64955333333333
ENSG00000261794,GOLGA8H,chr15,30604028,30617752,1,0,8357,,4,0,1,0,0.0,3.0,0.0,0,0,35.51898666666667
ENSG00000285077,ARHGAP11B,chr15,30624494,30649529,1,1,0,0.72,16,2,12,0,0.0,54.0,0.0,1,0,39.0904
ENSG00000284906,,chr15,30624548,30773002,1,1,0,0.72,66,2,39,7,0.0,2.0,0.0,1,0,48.04554966442952
ENSG00000198690,FAN1,chr15,30890559,30946209,1,1,0,0.79,55,3,49,0,0.0,140.0,0.0,1,0,46.143685714285716
ENSG00000166912,MTMR10,chr15,30938941,30991904,-1,1,0,0.9,50,2,48,0,0.0,63.0,0.0,1,0,48.1115037037037
ENSG00000134160,TRPM1,chr15,31001065,31161160,-1,1,0,0.98,195,6,170,4,0.0,205.0,0.0,0,0,47.54829875776397
ENSG00000169926,KLF13,chr15,31326706,31435665,1,5,0,0.876,196,1,188,2,0.0,388.0,0.0,13,0,46.72922636363638
ENSG00000169918,OTUD7A,chr15,31475398,31870789,-1,2,0,1.135,256,1,194,15,0.0,81.0,0.0,2,0,35.668216876574306
ENSG00000175344,CHRNA7,chr15,31923438,32173018,1,2,0,0.85,135,4,85,11,0.0,331.0,0.0,0,0,31.4319422310757
ENSG00000249931,GOLGA8K,chr15,32389599,32403292,-1,0,30928,,2,0,0,1,0.0,2.0,0.0,0,0,34.63088571428571
ENSG00000206127,GOLGA8O,chr15,32441914,32455634,-1,0,6737,,2,0,0,1,0.0,0.0,0.0,0,0,38.502426666666665
ENSG00000232653,GOLGA8N,chr15,32593456,32607310,1,0,8147,,1,0,0,0,0.0,3.0,0.0,0,0,40.36048666666667
ENSG00000288864,ARHGAP11A-SCG5,chr15,32613860,32697095,1,1,0,0.74,102,6,86,2,0.0,0.0,0.0,1,0,37.945855952380946
ENSG00000198826,ARHGAP11A,chr15,32615144,32639952,1,1,0,0.74,17,2,13,1,0.0,65.0,0.0,1,0,38.35939230769231
ENSG00000166922,SCG5,chr15,32641385,32697098,1,0,20231,,80,1,71,1,0.0,166.0,0.0,0,0,37.73418771929825
ENSG00000166923,GREM1,chr15,32716998,32745106,1,1,0,0.92,48,3,43,0,0.0,608.0,0.0,0,0,43.26521724137932
ENSG00000248905,FMN1,chr15,32765544,33194714,-1,0,8,,435,5,386,13,0.0,680.0,0.0,2,0,48.78044395348837
ENSG00000198838,RYR3,chr15,33310962,33866121,1,1,0,0.91,408,1,259,44,0.0,239.0,0.0,0,0,37.97150845323741
ENSG00000169857,AVEN,chr15,33858782,34075155,-1,1,0,1.08,187,3,142,7,0.0,67.0,0.0,1,0,48.593271428571434
ENSG00000184984,CHRM5,chr15,33968497,34067458,1,1,0,1.08,98,3,80,2,0.0,78.0,0.0,1,0,51.373451
ENSG00000134153,EMC7,chr15,34083980,34101910,-1,1,0,0.85,11,1,7,1,0.0,33.0,0.0,1,0,57.57118947368421
ENSG00000182405,PGBD4,chr15,34102083,34108686,1,0,20,,7,1,4,0,0.0,3.0,0.0,1,0,58.6230125
ENSG00000134152,KATNBL1,chr15,34140365,34210119,-1,1,0,0.86,43,1,36,1,0.0,22.0,0.0,1,0,63.27500704225352
ENSG00000128463,EMC4,chr15,34225013,34230161,1,0,14715,,4,1,3,0,0.0,46.0,0.0,1,0,65.44458333333331
