gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000177706,FAM20C,chr7,192034,260772,1,13,0,0.7815,152,2,115,7,0.0,365.0,0.0,0,0,62.58228714285715
ENSG00000248767,FOXL3,chr7,290170,294422,1,1,0,0.8,10,1,6,2,0.0,10.0,0.0,0,0,63.043060000000004
ENSG00000197461,PDGFA,chr7,497258,520695,-1,2,0,0.9,60,2,58,0,0.0,449.0,0.0,0,0,66.17058
ENSG00000188191,PRKAR1B,chr7,549196,728268,-1,17,0,0.7876,311,9,245,3,0.0,94.0,0.0,5,0,67.20387944444444
ENSG00000164818,DNAAF5,chr7,726690,786475,1,10,0,0.857,119,5,97,4,0.0,52.0,0.0,1,0,67.72573333333334
ENSG00000164828,SUN1,chr7,816591,896435,1,11,0,0.8927,161,6,146,5,0.0,520.0,0.0,4,0,71.20864375
ENSG00000239857,GET4,chr7,876486,896436,1,7,0,0.9471,52,4,48,0,0.0,58.0,0.0,1,0,72.08581904761905
ENSG00000105963,ADAP1,chr7,897900,955407,-1,12,0,0.7075,131,5,124,0,0.0,72.0,0.0,1,0,72.62112068965517
ENSG00000240230,COX19,chr7,898778,975549,-1,14,0,0.7236,175,6,165,0,0.0,38.0,0.0,2,0,72.66632307692306
ENSG00000073067,CYP2W1,chr7,983181,989640,1,4,0,0.72,17,2,15,0,0.0,56.0,0.0,0,0,72.78205
ENSG00000146540,CHLSN,chr7,996973,1138313,-1,23,0,0.8122,290,10,261,2,0.0,87.0,0.0,8,0,72.83159225352112
ENSG00000164849,GPR146,chr7,1044537,1059269,1,3,0,0.8,36,2,34,0,0.0,193.0,0.0,1,0,72.95644
ENSG00000164850,GPER1,chr7,1082208,1094511,1,2,0,0.735,27,3,24,0,0.0,763.0,0.0,1,0,72.95171428571429
ENSG00000178381,ZFAND2A,chr7,1151903,1160771,-1,1,0,0.75,20,2,16,0,0.0,37.0,0.0,1,0,71.70383000000001
ENSG00000164853,UNCX,chr7,1232872,1237326,1,1,0,0.86,14,1,13,0,0.0,167.0,0.0,0,0,68.69554
ENSG00000164877,MICALL2,chr7,1428465,1459496,-1,3,0,0.8567,73,2,57,3,0.0,60.0,0.0,1,0,71.438659375
ENSG00000164880,INTS1,chr7,1470276,1504418,-1,12,0,0.7108,67,1,38,0,0.0,101.0,0.0,1,0,72.38962857142857
ENSG00000198517,MAFK,chr7,1530702,1543049,1,3,0,1.0133,37,1,36,0,0.0,237.0,0.0,1,0,72.77576923076923
ENSG00000164855,TMEM184A,chr7,1542235,1560821,-1,3,0,0.6867,48,1,44,0,0.0,62.0,0.0,0,0,72.7878
ENSG00000157778,PSMG3,chr7,1567332,1571078,-1,1,0,0.96,11,2,9,0,0.0,94.0,0.0,1,0,72.77584
ENSG00000225968,ELFN1,chr7,1665745,1747946,1,3,0,0.76,180,8,123,7,0.0,197.0,0.0,0,0,71.97320602409638
ENSG00000002822,MAD1L1,chr7,1815787,2233243,-1,36,0,0.8128,852,2,795,8,0.0,290.0,0.0,8,0,70.92807129186603
ENSG00000286192,,chr7,1815804,2242215,-1,37,0,0.8116,865,5,804,8,0.0,0.0,0.0,9,0,71.04042576112413
ENSG00000122687,MRM2,chr7,2234195,2242205,-1,1,0,0.77,11,2,9,0,0.0,112.0,0.0,1,0,76.25866666666667
ENSG00000106268,NUDT1,chr7,2242203,2251824,1,1,0,0.77,22,3,19,0,0.0,243.0,0.0,1,0,76.67822727272727
ENSG00000106266,SNX8,chr7,2251770,2354318,-1,5,0,0.926,135,2,118,4,0.0,118.0,0.0,2,0,79.05681359223301
ENSG00000106263,EIF3B,chr7,2354086,2380747,1,2,0,0.895,50,1,42,1,0.0,117.0,0.0,1,0,81.18058214285715
ENSG00000136213,CHST12,chr7,2403442,2448484,1,2,0,0.915,77,1,71,0,0.0,113.0,0.0,4,0,81.78527391304347
ENSG00000275572,GRIFIN,chr7,2474728,2476894,-1,0,14236,,8,0,0,2,0.0,24.0,0.0,0,0,81.01543333333332
ENSG00000106003,LFNG,chr7,2512529,2529177,1,3,0,0.7333,40,4,35,0,0.0,191.0,0.0,4,0,79.30240588235294
ENSG00000106009,BRAT1,chr7,2537810,2555782,-1,3,0,0.7133,33,1,32,0,0.0,85.0,0.0,1,0,78.15286315789473
ENSG00000106012,IQCE,chr7,2558972,2614733,1,3,0,0.7733,93,2,80,2,0.0,89.0,0.0,1,0,76.56908421052633
ENSG00000136295,TTYH3,chr7,2631919,2664816,1,4,0,0.805,85,2,83,0,0.0,123.0,0.0,1,0,74.84045294117648
ENSG00000174945,AMZ1,chr7,2679276,2775500,1,7,0,0.7586,171,3,162,1,0.0,66.0,0.0,4,0,72.80768163265304
