gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000134121,CHL1,chr3,196763,409417,1,2,0,0.73,151,2,109,13,0.0,430.0,0.0,0,0,18.744276995305164
ENSG00000134115,CNTN6,chr3,1092658,1404217,1,0,694128,,172,1,96,23,0.0,143.0,0.0,0,0,13.77282532051282
ENSG00000144619,CNTN4,chr3,2098813,3057963,1,1,0,0.89,540,3,296,55,0.0,200.0,0.0,0,0,17.38566604166667
ENSG00000091181,IL5RA,chr3,3066324,3126613,-1,0,27,,49,3,32,2,0.0,389.0,0.0,2,0,35.75005967741936
ENSG00000072756,TRNT1,chr3,3126364,3153435,1,1,0,0.97,20,1,19,0,0.0,156.0,0.0,2,0,35.92316785714286
ENSG00000113851,CRBN,chr3,3144628,3179727,-1,1,0,0.84,25,1,23,0,0.0,376.0,0.0,3,0,35.472699999999996
ENSG00000144455,SUMF1,chr3,3700814,4467273,-1,3,0,0.9267,537,6,342,36,0.0,138.0,0.0,3,0,47.49343898305085
ENSG00000175928,LRRN1,chr3,3799378,3849834,1,1,0,0.81,36,1,28,0,0.0,126.0,0.0,0,0,31.488951923076918
ENSG00000170364,SETMAR,chr3,4303304,4320649,1,1,0,1.02,20,3,17,0,0.0,294.0,0.0,1,0,60.15181578947369
ENSG00000150995,ITPR1,chr3,4493345,4847506,1,1,0,0.77,441,5,405,3,0.0,650.0,0.0,10,0,71.00143595505618
ENSG00000134107,BHLHE40,chr3,4978715,4985323,1,2,0,0.85,20,3,17,0,0.0,533.0,0.0,2,0,77.62251428571429
ENSG00000134108,ARL8B,chr3,5122249,5180911,1,1,0,0.97,58,1,52,0,0.0,100.0,0.0,1,0,76.44388833333333
ENSG00000134109,EDEM1,chr3,5187646,5219958,1,1,0,1.01,52,5,45,0,0.0,102.0,0.0,4,0,73.50391212121212
ENSG00000196277,GRM7,chr3,6770001,7741533,1,2,0,0.935,537,3,258,75,0.0,231.0,0.0,0,0,18.986487461459408
ENSG00000071282,LMCD1,chr3,8501587,8574668,1,1,0,0.88,108,1,102,0,0.0,133.0,0.0,1,0,38.64031891891892
ENSG00000125046,SSUH2,chr3,8619386,8745040,-1,0,22235,,156,5,127,0,0.0,249.0,0.0,0,0,43.19508031496062
ENSG00000182533,CAV3,chr3,8733802,8841808,1,1,0,0.79,125,4,87,4,0.0,463.0,0.0,0,0,45.93124220183487
ENSG00000180914,OXTR,chr3,8750381,8769628,-1,1,0,0.79,33,1,29,0,0.0,393.0,0.0,0,0,45.054276190476195
ENSG00000070950,RAD18,chr3,8775402,8963773,-1,1,0,0.85,164,2,115,8,0.0,237.0,0.0,1,0,48.5749047368421
ENSG00000196220,SRGAP3,chr3,8980591,9363053,-1,4,0,0.875,433,6,365,13,0.0,215.0,0.0,1,0,55.90887650130549
ENSG00000134077,THUMPD3,chr3,9362967,9386791,1,1,0,0.96,25,1,17,1,0.0,64.0,0.0,2,0,63.924376
ENSG00000168137,SETD5,chr3,9397609,9479240,1,1,0,0.83,89,4,74,1,0.0,168.0,0.0,2,0,63.745876829268305
ENSG00000156959,LHFPL4,chr3,9498361,9553823,-1,2,0,0.875,39,1,20,2,0.0,26.0,0.0,0,0,65.52116666666666
