gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000112679,DUSP22,chr6,291630,351355,1,1,0,0.94,143,3,132,0,0.0,388.0,0.0,1,0,33.61394666666666
ENSG00000137265,IRF4,chr6,391739,411443,1,1,0,0.91,43,1,42,0,0.0,920.0,0.0,1,0,38.8009
ENSG00000112685,EXOC2,chr6,485133,693169,-1,4,0,1.195,192,3,164,8,0.0,121.0,0.0,3,0,42.65422775119617
ENSG00000188996,HUS1B,chr6,655939,657100,-1,1,0,0.84,3,1,2,0,0.0,53.0,0.0,0,0,44.280950000000004
ENSG00000164379,FOXQ1,chr6,1312098,1314758,1,1,0,0.96,8,1,7,0,0.0,317.0,0.0,0,0,36.30765
ENSG00000137273,FOXF2,chr6,1389576,1395603,1,2,0,0.885,18,3,15,0,0.0,277.0,0.0,0,0,41.48744285714286
ENSG00000054598,FOXC1,chr6,1609915,1613897,1,1,0,0.95,11,1,10,0,0.0,1268.0,0.0,0,0,52.237120000000004
ENSG00000112699,GMDS,chr6,1623793,2245702,-1,2,0,0.89,645,1,500,42,0.0,418.0,0.0,2,0,39.82634109149278
ENSG00000145949,MYLK4,chr6,2663629,2770330,-1,2,0,1.035,136,6,109,4,0.0,74.0,0.0,2,0,70.34050747663551
ENSG00000124535,WRNIP1,chr6,2765393,2786952,1,1,0,1.16,26,4,21,0,0.0,67.0,0.0,1,0,74.3455652173913
ENSG00000021355,SERPINB1,chr6,2832332,2842001,-1,1,0,0.79,13,1,9,0,0.0,454.0,0.0,1,0,77.66573636363636
ENSG00000170542,SERPINB9,chr6,2887169,2903309,-1,2,0,0.84,25,1,24,0,0.0,175.0,0.0,3,0,79.25996470588235
ENSG00000124570,SERPINB6,chr6,2948158,2972375,-1,1,0,0.99,36,5,30,0,0.0,466.0,0.0,1,0,80.25454400000001
ENSG00000124588,NQO2,chr6,2987987,3022109,1,2,0,0.795,55,5,39,0,0.0,128.0,0.0,4,0,81.02631428571428
ENSG00000137275,RIPK1,chr6,3063824,3115187,1,3,0,1.04,46,4,34,1,0.0,663.0,0.0,2,0,81.52002115384614
ENSG00000137274,BPHL,chr6,3118374,3153599,1,3,0,0.9667,43,6,32,0,0.0,42.0,0.0,1,0,80.72378108108109
ENSG00000137267,TUBB2A,chr6,3153497,3157544,-1,3,0,0.8367,8,1,7,0,0.0,389.0,0.0,1,0,80.19951666666667
ENSG00000137285,TUBB2B,chr6,3223324,3231730,-1,3,0,0.81,18,2,16,0,0.0,400.0,0.0,0,0,77.79754
