gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000274391,TPTE,chr21,10521553,10606140,1,1,0,0.97,24,1,8,6,0.0,194.0,0.0,0,0,32.61737529411765
ENSG00000166351,POTED,chr21,13609777,13645823,1,1,0,1.44,0,0,0,0,0.0,30.0,0.0,0,0,5.621621621621622e-06
ENSG00000188992,LIPI,chr21,14108813,14210955,-1,0,5163,,26,1,15,2,0.0,65.0,0.0,0,0,-1.4850570388349513
ENSG00000185272,RBM11,chr21,14216130,14228372,1,1,0,0.8,9,1,7,0,0.0,43.0,0.0,1,0,-0.9217514615384617
ENSG00000155304,HSPA13,chr21,14371115,14383484,-1,1,0,0.82,7,1,4,2,0.0,69.0,0.0,1,0,27.264261538461536
ENSG00000155307,SAMSN1,chr21,14485228,14658821,-1,0,101463,,154,3,124,3,0.0,257.0,0.0,5,0,22.103740571428574
ENSG00000180530,NRIP1,chr21,14961235,15065936,-1,1,0,0.93,127,3,109,6,0.0,292.0,0.0,2,0,37.0050570093458
ENSG00000155313,USP25,chr21,15729925,15880064,1,1,0,0.98,141,2,114,9,0.0,239.0,0.0,3,0,78.78843311258278
ENSG00000154639,CXADR,chr21,17512971,17593579,1,1,0,0.87,68,1,48,4,0.0,643.0,0.0,1,0,28.754665853658537
ENSG00000154640,BTG3,chr21,17593650,17613014,-1,2,0,0.975,15,2,13,0,0.0,866.0,0.0,1,0,28.046429999999997
ENSG00000154642,C21orf91,chr21,17788974,17819386,-1,1,0,1.01,29,2,27,0,0.0,42.0,0.0,5,0,22.05062258064516
ENSG00000154645,CHODL,chr21,17901263,18267373,1,1,0,0.89,185,2,111,19,0.0,72.0,0.0,0,0,19.396170844686647
ENSG00000154646,TMPRSS15,chr21,18269116,18485879,-1,0,23559,,116,0,65,15,0.0,117.0,0.0,0,0,19.55572110091743
ENSG00000154654,NCAM2,chr21,20998409,21543329,1,0,164,,289,1,186,23,0.0,121.0,0.0,0,0,27.03536703296703
ENSG00000154719,MRPL39,chr21,25585632,25607525,-1,1,0,0.88,23,1,13,0,0.0,81.0,0.0,1,0,16.23086956521739
ENSG00000154721,JAM2,chr21,25639258,25717562,1,1,0,0.68,52,1,32,6,0.0,151.0,0.0,0,0,17.012282499999998
ENSG00000154723,ATP5PF,chr21,25716005,25735721,-1,1,0,0.8,21,3,17,1,0.0,151.0,0.0,1,0,17.076590476190475
ENSG00000154727,GABPA,chr21,25734570,25772460,1,1,0,0.8,29,3,23,1,0.0,1443.0,0.0,1,0,16.462518421052632
ENSG00000142192,APP,chr21,25880535,26171128,-1,1,0,0.87,338,5,323,0,0.0,1245.0,0.0,1,0,16.532641924398625
ENSG00000166265,CYYR1,chr21,26466209,26573286,-1,1,0,0.79,92,1,74,4,0.0,56.0,0.0,0,0,17.886358333333334
ENSG00000154734,ADAMTS1,chr21,26835755,26845409,-1,1,0,0.89,21,2,19,0,0.0,416.0,0.0,0,0,24.81275
ENSG00000154736,ADAMTS5,chr21,26917922,26967088,-1,1,0,0.82,58,2,55,0,0.0,324.0,0.0,0,0,28.42808
ENSG00000156239,HEMK2,chr21,28872191,28885373,-1,1,0,1.06,10,1,6,1,0.0,70.0,0.0,1,0,15.505357142857145
ENSG00000198862,LTN1,chr21,28928144,28992956,-1,1,0,0.87,57,2,46,3,0.0,166.0,0.0,1,0,14.921974242424243
ENSG00000156253,RWDD2B,chr21,29004384,29019360,-1,1,0,0.85,18,1,13,1,0.0,20.0,0.0,1,0,15.55575625
ENSG00000156256,USP16,chr21,29024629,29054493,1,1,0,0.84,19,2,11,0,0.0,99.0,0.0,1,0,16.362886666666665
ENSG00000156261,CCT8,chr21,29055805,29073797,-1,1,0,0.88,13,3,10,0,0.0,89.0,0.0,1,0,17.176105263157893
ENSG00000156265,MAP3K7CL,chr21,29077060,29175889,1,0,3126,,111,4,98,3,0.0,51.0,0.0,3,0,18.313923
ENSG00000156273,BACH1,chr21,29194071,29630751,1,1,0,1.04,422,6,321,31,0.0,320.0,0.0,5,0,21.38565730593607
ENSG00000171189,GRIK1,chr21,29536933,29940033,-1,1,0,0.8,320,4,180,19,0.0,174.0,0.0,0,0,34.83968143564356
ENSG00000156282,CLDN17,chr21,30165565,30166805,-1,0,225777,,0,0,0,0,0.0,90.0,0.0,0,0,67.26635
ENSG00000156284,CLDN8,chr21,30214006,30216097,-1,0,274218,,2,1,1,0,0.0,118.0,0.0,0,0,69.3139
ENSG00000188694,KRTAP24-1,chr21,30281309,30282950,-1,0,341521,,1,0,0,0,0.0,4.0,0.0,0,0,70.59866666666666
ENSG00000232263,KRTAP25-1,chr21,30289145,30289514,-1,0,349357,,1,0,1,0,0.0,8.0,0.0,0,0,70.71975
ENSG00000197683,KRTAP26-1,chr21,30319124,30320315,-1,0,379336,,1,0,1,0,0.0,5.0,0.0,0,0,71.303
ENSG00000206107,KRTAP27-1,chr21,30337013,30337694,-1,0,397225,,2,0,2,0,0.0,2.0,0.0,0,0,71.73400000000001
ENSG00000186980,KRTAP23-1,chr21,30348399,30348606,-1,0,408611,,0,0,0,0,0.0,2.0,0.0,0,0,72.01599999999999
ENSG00000182816,KRTAP13-2,chr21,30371390,30372271,-1,0,431602,,1,0,1,0,0.0,10.0,0.0,0,0,72.6015
ENSG00000198390,KRTAP13-1,chr21,30396031,30396822,1,0,456243,,1,0,0,0,0.0,3.0,0.0,0,0,73.1122
ENSG00000240432,KRTAP13-3,chr21,30425380,30425926,-1,0,485592,,1,0,1,0,0.0,3.0,0.0,0,0,73.2935
ENSG00000186971,KRTAP13-4,chr21,30430220,30431026,1,0,490432,,0,0,0,0,0.0,6.0,0.0,0,0,73.262
ENSG00000186970,KRTAP15-1,chr21,30440275,30440869,1,0,500487,,1,0,0,0,0.0,5.0,0.0,0,0,73.13714999999999
ENSG00000184351,KRTAP19-1,chr21,30479706,30480367,-1,0,539918,,1,1,0,0,0.0,7.0,0.0,0,0,71.8587
ENSG00000186965,KRTAP19-2,chr21,30487043,30487436,-1,0,547255,,0,0,0,0,0.0,2.0,0.0,0,0,71.5167
ENSG00000244025,KRTAP19-3,chr21,30491462,30492013,-1,0,551674,,0,0,0,0,0.0,5.0,0.0,0,0,71.2818
ENSG00000186967,KRTAP19-4,chr21,30496824,30497165,-1,0,557036,,0,0,0,0,0.0,2.0,0.0,0,0,70.9805
ENSG00000186977,KRTAP19-5,chr21,30501657,30502141,-1,0,561869,,1,0,0,1,0.0,2.0,0.0,0,0,70.6941
ENSG00000186925,KRTAP19-6,chr21,30541535,30541864,-1,0,601747,,0,0,0,0,0.0,0.0,0.0,0,0,68.1756
ENSG00000244362,KRTAP19-7,chr21,30560875,30561314,-1,0,621087,,1,0,1,0,0.0,1.0,0.0,0,0,67.0022
ENSG00000206106,KRTAP22-2,chr21,30590105,30590397,-1,0,650317,,0,0,0,0,0.0,4.0,0.0,0,0,65.4425
ENSG00000212938,KRTAP6-3,chr21,30592440,30593055,1,0,652652,,0,0,0,0,0.0,4.0,0.0,0,0,65.3238
ENSG00000186930,KRTAP6-2,chr21,30598590,30598902,-1,0,652926,,0,0,0,0,0.0,2.0,0.0,0,0,65.0271
ENSG00000186924,KRTAP22-1,chr21,30601087,30601382,1,0,650446,,0,0,0,0,0.0,1.0,0.0,0,0,64.9394
ENSG00000184724,KRTAP6-1,chr21,30613431,30613930,-1,0,637898,,1,0,1,0,0.0,3.0,0.0,0,0,64.42845
