gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000198033,TUBA3C,chr13,19173772,19181824,-1,1,0,0.88,6,2,2,0,0,300,0,0,0,37.13724444444444
ENSG00000132958,TPTE2,chr13,19422876,19561625,-1,2,0,0.7,22,1,4,2,0,165,0,0,0,49.60447142857143
ENSG00000196199,MPHOSPH8,chr13,19633659,19673441,1,1,0,0.86,33,1,29,1,0,61,0,1,0,48.849455
ENSG00000121390,PSPC1,chr13,19674752,19783019,-1,1,0,1.06,79,1,60,6,0,92,0,2,0,48.05529266055046
ENSG00000132950,ZMYM5,chr13,19823482,19864915,-1,1,0,0.79,27,1,23,1,0,35,0,1,0,51.513025581395354
ENSG00000121741,ZMYM2,chr13,19958677,20091829,1,1,0,0.84,87,2,69,2,0,274,0,2,0,55.41671185185186
ENSG00000121743,GJA3,chr13,20138252,20161615,-1,2,0,0.89,34,1,24,1,0,213,0,0,0,63.19220800000001
ENSG00000165474,GJB2,chr13,20187463,20192980,-1,1,0,0.89,10,2,8,0,0,559,0,0,0,66.55317142857143
ENSG00000121742,GJB6,chr13,20221962,20232450,-1,1,0,0.84,12,4,7,0,0,333,0,0,0,68.99547272727273
ENSG00000165475,CRYL1,chr13,20403666,20525873,-1,3,0,0.8433,148,1,140,1,0,289,0,4,0,68.85606422764228
ENSG00000032742,IFT88,chr13,20566600,20691697,1,1,0,0.84,93,1,66,7,0,481,0,1,0,65.34092857142858
ENSG00000172458,IL17D,chr13,20702127,20723099,1,2,0,0.91,44,4,39,0,0,117,0,0,0,61.91115454545454
ENSG00000150456,EEF1AKMT1,chr13,20727970,20773961,-1,1,0,0.86,28,2,12,2,0,20,0,1,0,61.118199999999995
ENSG00000132953,XPO4,chr13,20777329,20903048,-1,1,0,0.96,126,2,113,5,0,245,0,1,0,59.76049055118111
ENSG00000150457,LATS2,chr13,20973029,21061603,-1,3,0,0.8933,135,2,124,3,4,335,1,0,0,58.1229911111111
ENSG00000150459,SAP18,chr13,21140119,21149097,1,1,0,0.99,14,1,13,0,0,40,0,1,0,65.39457
ENSG00000165480,SKA3,chr13,21153594,21176602,-1,1,0,1.01,15,1,12,0,0,101,0,1,0,66.92172083333334
ENSG00000173141,MRPL57,chr13,21176647,21179084,1,1,0,1.01,7,1,5,0,0,4,0,1,0,67.71836666666667
ENSG00000180776,ZDHHC20,chr13,21348784,21459467,-1,2,0,0.925,73,2,58,2,0,80,0,1,0,62.13682252252253
ENSG00000165487,MICU2,chr13,21492691,21604181,-1,1,0,0.86,77,1,66,2,0,122,0,1,0,60.640703571428574
ENSG00000102678,FGF9,chr13,21671073,21704498,1,2,0,0.89,50,1,40,4,0,1345,0,2,0,60.247661764705875
ENSG00000102683,SGCG,chr13,23180877,23325165,1,0,20200,,73,1,42,6,0,1090,0,1,0,36.2837675862069
ENSG00000151835,SACS,chr13,23288689,23433763,-1,1,0,1.07,126,5,103,4,0,535,0,2,0,39.28215342465754
ENSG00000127863,TNFRSF19,chr13,23570370,23676104,1,1,0,0.81,124,2,111,3,0,119,0,1,0,37.607746728971954
ENSG00000027001,MIPEP,chr13,23730176,23889448,-1,1,0,0.87,167,2,156,1,0,64,0,2,0,37.523733125
ENSG00000205863,C1QTNF9B,chr13,23891099,23897502,-1,0,1561,,2,0,2,0,0,73,0,0,0,40.5964
ENSG00000273167,,chr13,23979700,24321031,1,3,0,0.76,455,7,422,8,0,0,0,10,0,40.41557134502924
ENSG00000182957,SPATA13,chr13,23979805,24307074,1,2,0,0.785,444,6,417,5,0,68,0,10,0,40.435009451219514
ENSG00000240654,C1QTNF9,chr13,24307166,24322535,1,1,0,0.71,12,1,5,4,0,184,0,0,0,39.9489705882353
ENSG00000102699,PARP4,chr13,24420931,24512925,-1,1,0,0.89,60,1,38,3,0,101,0,1,0,37.318626881720434
ENSG00000075673,ATP12A,chr13,24680408,24712472,1,1,0,0.87,29,2,16,0,0,1068,0,1,0,37.770590909090906
ENSG00000132972,RNF17,chr13,24764169,24879921,1,0,15018,,48,1,18,5,0,173,0,0,0,41.105412820512825
ENSG00000151849,CPAP,chr13,24882276,24922889,-1,2,0,0.855,36,1,24,2,0,549,0,1,0,44.864204761904766
ENSG00000151846,PABPC3,chr13,25096136,25099254,1,1,0,0.92,3,2,0,0,0,36,0,0,0,52.456475
ENSG00000165566,AMER2,chr13,25161679,25172288,-1,1,0,0.92,19,1,18,0,0,23,0,0,0,53.2963
ENSG00000139505,MTMR6,chr13,25245495,25287521,-1,1,0,0.95,32,1,27,0,0,48,0,1,0,55.13012272727272
ENSG00000139496,NUP58,chr13,25301524,25365390,1,1,0,0.83,39,1,33,0,0,52,0,1,0,61.04944375
ENSG00000132932,ATP8A2,chr13,25371974,26025851,1,3,0,0.8933,602,4,451,30,0,570,0,9,0,66.12339679389314
ENSG00000180730,SHISA2,chr13,26044597,26052016,-1,1,0,0.96,14,1,13,0,0,59,0,0,0,66.3359
ENSG00000127870,RNF6,chr13,26132115,26222460,-1,2,0,1.005,62,3,45,6,0,126,0,2,0,58.83935824175824
ENSG00000132964,CDK8,chr13,26253891,26420982,1,1,0,0.91,109,1,62,5,0,253,0,1,0,49.02204702380953
ENSG00000132970,WASF3,chr13,26557661,26688948,1,1,0,0.96,101,1,80,7,0,118,0,0,0,55.803983333333335
ENSG00000132975,GPR12,chr13,26755200,26760802,-1,1,0,0.94,9,2,7,0,0,104,0,0,0,63.37011428571429
ENSG00000152484,USP12,chr13,27066150,27171885,-1,1,0,1.05,99,2,86,3,0,204,0,2,0,53.15203925233646
ENSG00000122026,RPL21,chr13,27251283,27259609,1,1,0,1.01,18,3,15,0,0,76,0,1,0,49.31604
ENSG00000122035,RASL11A,chr13,27270810,27275192,1,1,0,0.91,11,1,10,0,0,32,0,1,0,50.0899
ENSG00000122034,GTF3A,chr13,27424619,27435823,1,1,0,0.96,16,1,15,0,0,305,0,2,0,62.56142500000001
ENSG00000122033,MTIF3,chr13,27435634,27450613,-1,1,0,1.0,14,2,12,0,0,47,0,3,0,63.34618125
ENSG00000139517,LNX2,chr13,27545911,27621344,-1,1,0,0.81,82,2,60,4,0,29,0,2,0,68.86999736842104
ENSG00000186184,POLR1D,chr13,27620742,27744237,1,1,0,0.81,98,4,68,3,0,73,0,1,0,70.7735870967742
ENSG00000169840,GSX1,chr13,27792483,27794768,1,1,0,0.76,6,1,3,0,0,34,0,0,0,73.15855
ENSG00000139515,PDX1,chr13,27920000,27926313,1,2,0,0.765,17,1,16,0,0,400,0,0,0,69.17575714285714
ENSG00000165556,CDX2,chr13,27960914,27975983,-1,5,0,0.906,37,1,36,0,0,617,0,0,0,66.49013125
ENSG00000183463,URAD,chr13,27977717,27988693,-1,2,0,0.875,20,0,17,1,0,26,0,0,0,65.63320833333334
ENSG00000122025,FLT3,chr13,28003274,28100592,-1,1,0,0.93,78,2,54,9,3,929,1,0,0,61.987366666666674
ENSG00000152520,PAN3,chr13,28138207,28295335,1,1,0,1.24,88,4,59,3,0,94,0,1,0,56.88196962025317
ENSG00000102755,FLT1,chr13,28300346,28495145,-1,1,0,0.82,226,5,209,0,0,844,0,1,0,50.29217857142858
ENSG00000132963,POMP,chr13,28659065,28678959,1,1,0,1.06,15,1,12,1,0,72,0,1,0,59.970890476190476
ENSG00000139508,SLC46A3,chr13,28700064,28719012,-1,1,0,1.05,17,1,15,0,0,63,0,1,0,59.258195
ENSG00000132938,MTUS2,chr13,28820021,29505947,1,3,0,0.93,464,2,300,34,0,74,0,1,0,61.07556026200873
ENSG00000139514,SLC7A1,chr13,29509410,29595781,-1,2,0,0.85,121,1,113,1,0,381,0,1,0,48.94479431818183
ENSG00000122042,UBL3,chr13,29764371,29850617,-1,1,0,1.12,80,1,63,4,0,73,0,2,0,45.718059090909094
ENSG00000102781,KATNAL1,chr13,30202630,30307551,-1,1,0,0.82,80,3,65,1,0,244,0,1,0,50.42056981132076
ENSG00000236444,UBE2L5,chr13,30422488,30429758,1,0,243,,11,2,9,0,0,19,0,1,0,46.338011111111115
ENSG00000189403,HMGB1,chr13,30456704,30618872,-1,3,0,0.9667,152,5,111,9,0,1272,0,5,0,47.057626993865036
ENSG00000132952,USPL1,chr13,30617693,30660770,1,1,0,0.92,48,2,43,0,0,25,0,3,0,52.348597727272725
ENSG00000132965,ALOX5AP,chr13,30713478,30765072,1,0,37936,,80,2,78,0,0,225,0,3,0,58.7969037735849
ENSG00000102802,MEDAG,chr13,30906271,30925572,1,1,0,0.83,26,2,23,0,0,51,0,0,0,62.66931428571429
