gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000173213,TUBB8B,chr18,47221,73545,-1,2,0,0.79,8,1,0,1,0,13,0,0,0,52.50871785714286
ENSG00000101557,USP14,chr18,158351,214629,1,1,0,1.04,32,1,26,1,0,362,0,1,0,56.75319482758621
ENSG00000079134,THOC1,chr18,214515,268053,-1,1,0,0.87,24,1,21,0,0,125,0,1,0,55.1257351851852
ENSG00000158270,COLEC12,chr18,316737,500722,-1,1,0,1.0,252,2,218,10,0,109,0,0,0,57.154688108108104
ENSG00000177143,CETN1,chr18,580380,582114,1,1,0,0.97,3,1,2,0,0,601,0,0,0,72.7758
ENSG00000079101,CLUL1,chr18,596988,650334,1,1,0,0.73,48,2,29,7,0,43,0,0,0,75.04257592592593
ENSG00000176890,TYMS,chr18,657515,676613,1,1,0,0.93,28,3,15,0,0,936,0,1,0,77.070725
ENSG00000132199,ENOSF1,chr18,670318,712722,-1,1,0,1.04,60,1,52,0,0,76,0,1,0,78.15016363636363
ENSG00000176105,YES1,chr18,721588,813276,-1,1,0,0.94,84,5,58,2,0,184,0,2,0,80.32129565217392
ENSG00000141433,ADCYAP1,chr18,904871,912172,1,2,0,0.81,20,6,14,0,0,708,0,0,0,75.72395
ENSG00000101574,METTL4,chr18,2537525,2571509,-1,1,0,1.15,30,2,18,3,0,129,0,1,0,66.72035142857143
ENSG00000080986,NDC80,chr18,2571520,2616635,1,1,0,1.15,33,2,29,0,0,176,0,3,0,67.77545217391304
ENSG00000101596,SMCHD1,chr18,2655668,2805017,1,1,0,0.97,84,1,66,1,0,136,0,2,0,69.48020533333333
ENSG00000132205,EMILIN2,chr18,2846930,2916003,1,3,0,0.8267,105,3,98,0,0,119,0,5,0,69.73669285714286
ENSG00000101577,LPIN2,chr18,2885296,3013345,-1,3,0,0.8367,197,5,189,0,0,160,0,17,0,66.99766666666667
