gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000272602,ZNF595,chr4,53286,88208,1,1,0,0.83,8,1,3,0,0.0,53.0,0.0,0,0,39.384541666666664
ENSG00000250312,ZNF718,chr4,124501,202303,1,1,0,0.7,27,1,17,0,0.0,33.0,0.0,1,0,42.13295256410255
ENSG00000186777,ZNF732,chr4,270675,305474,-1,1,0,0.81,14,1,7,0,0.0,30.0,0.0,0,0,49.05914571428571
ENSG00000131127,ZNF141,chr4,337800,384868,1,1,0,0.82,14,3,8,0,0.0,31.0,0.0,1,0,52.64232916666666
ENSG00000182903,ZNF721,chr4,425815,499156,-1,2,0,0.945,35,3,24,0,0.0,18.0,0.0,2,0,57.45751351351351
ENSG00000174227,PIGG,chr4,499210,540200,1,4,0,0.8525,57,1,28,6,0.0,101.0,0.0,1,0,60.31353095238095
ENSG00000273238,TMEM271,chr4,573880,576295,-1,1,0,1.01,7,1,6,0,0.0,4.0,0.0,0,0,63.97423333333334
ENSG00000133256,PDE6B,chr4,625573,670782,1,8,0,0.7325,99,3,80,2,0.0,567.0,0.0,1,0,68.9575652173913
ENSG00000169020,ATP5ME,chr4,672423,674369,-1,1,0,0.92,5,4,1,0,0.0,44.0,0.0,2,0,70.23813333333334
ENSG00000215375,MYL5,chr4,673521,682033,1,2,0,0.83,26,4,22,0,0.0,78.0,0.0,2,0,70.45484444444445
ENSG00000169026,SLC49A3,chr4,681824,689396,-1,4,0,0.7375,25,3,22,0,0.0,25.0,0.0,0,0,70.7612125
ENSG00000185619,PCGF3,chr4,705748,770089,1,8,0,0.9562,110,2,91,3,0.0,123.0,0.0,1,0,72.25256153846155
ENSG00000168993,CPLX1,chr4,784957,827043,-1,5,0,0.87,87,2,72,4,0.0,94.0,0.0,1,0,73.48733488372092
ENSG00000178950,GAK,chr4,849275,932411,-1,15,0,0.786,161,1,130,3,0.0,179.0,0.0,3,0,74.89710119047619
ENSG00000127419,TMEM175,chr4,932168,958741,1,4,0,0.805,39,1,26,2,0.0,107.0,0.0,1,0,75.54459999999999
ENSG00000145214,DGKQ,chr4,958884,986895,-1,4,0,0.7675,61,2,51,0,0.0,64.0,0.0,2,0,75.57865172413793
ENSG00000145217,SLC26A1,chr4,979073,997659,-1,2,0,0.8,43,3,39,0,0.0,168.0,0.0,1,0,75.49289999999999
ENSG00000127415,IDUA,chr4,986997,1008344,1,3,0,0.7967,48,3,39,0,,,,1,0,75.39748636363636
ENSG00000127418,FGFRL1,chr4,1008649,1026901,1,4,0,0.755,43,6,35,0,0.0,108.0,0.0,1,0,75.07546842105263
ENSG00000178222,RNF212,chr4,1056250,1113564,-1,4,0,0.7675,66,2,49,1,0.0,171.0,0.0,1,0,73.10293898305085
ENSG00000159674,SPON2,chr4,1166932,1208962,-1,3,0,0.7367,92,4,87,0,0.0,221.0,0.0,2,0,69.31573255813953
ENSG00000159692,CTBP1,chr4,1211434,1250333,-1,10,0,0.794,99,5,94,0,0.0,282.0,0.0,3,0,68.108755
ENSG00000090316,MAEA,chr4,1289876,1340147,1,8,0,0.8125,103,3,99,0,0.0,225.0,0.0,4,0,65.31463725490197
ENSG00000163945,UVSSA,chr4,1345691,1395989,1,4,0,0.8175,107,9,81,4,0.0,50.0,0.0,1,0,62.715701960784315
ENSG00000235608,NKX1-1,chr4,1402932,1406442,-1,1,0,0.95,11,1,6,0,0.0,22.0,0.0,0,0,61.52065
ENSG00000174137,FAM53A,chr4,1617915,1684313,-1,6,0,0.825,106,4,68,9,0.0,41.0,0.0,1,0,77.91856119402985
ENSG00000163950,SLBP,chr4,1692731,1712344,-1,1,0,1.05,39,2,31,0,0.0,203.0,0.0,1,0,81.15643999999999
ENSG00000013810,TACC3,chr4,1712858,1745178,1,3,0,0.8967,72,5,58,0,0.0,212.0,0.0,5,0,82.42205151515151
ENSG00000168936,TMEM129,chr4,1715951,1721358,-1,1,0,0.91,15,2,13,0,0.0,54.0,0.0,1,0,81.96686666666666
ENSG00000068078,FGFR3,chr4,1793286,1808873,1,7,0,0.7814,40,2,38,0,2.0,2098.0,1.0,0,0,84.14782352941177
ENSG00000168924,LETM1,chr4,1811479,1856232,-1,3,0,0.84,70,1,57,3,0.0,165.0,0.0,1,0,83.97191956521739
ENSG00000109685,NSD2,chr4,1870559,1982207,1,2,0,0.87,141,2,133,2,0.0,378.0,0.0,3,0,81.89437678571429
ENSG00000185049,NELFA,chr4,1982717,2041903,-1,4,0,0.805,65,4,49,1,0.0,80.0,0.0,2,0,79.88547666666668
ENSG00000243449,NICOL1,chr4,2040628,2043964,1,1,0,0.88,10,1,8,0,0.0,160.0,0.0,1,0,79.237225
ENSG00000185818,NAT8L,chr4,2059327,2069089,1,2,0,0.875,30,1,29,0,0.0,92.0,0.0,0,0,78.75142727272727
ENSG00000130997,POLN,chr4,2071918,2242121,-1,1,0,0.9,140,2,86,9,0.0,52.0,0.0,1,0,77.54765087719299
ENSG00000290263,,chr4,2078998,2242276,-1,1,0,0.9,119,2,65,9,0.0,0.0,0.0,1,0,77.50680853658537
ENSG00000214367,HAUS3,chr4,2227464,2242133,-1,1,0,0.9,8,1,7,0,0.0,199.0,0.0,1,0,77.48103125
ENSG00000123933,MXD4,chr4,2247432,2262115,-1,1,0,1.1,41,2,39,0,0.0,93.0,0.0,2,0,77.71170624999999
ENSG00000159733,ZFYVE28,chr4,2269582,2418651,-1,7,0,0.75,250,3,226,0,0.0,57.0,0.0,7,0,80.28888733333335
ENSG00000206113,CFAP99,chr4,2418955,2463003,1,3,0,1.0333,72,1,32,11,0.0,9.0,0.0,2,0,83.25166222222222
ENSG00000063978,RNF4,chr4,2462220,2515859,1,2,0,0.93,72,4,59,0,0.0,105.0,0.0,6,0,82.85292545454547
ENSG00000290180,,chr4,2512477,2625320,1,1,0,0.97,111,0,91,2,0.0,0.0,0.0,2,0,80.72185350877194
ENSG00000125386,FAM193A,chr4,2536646,2732573,1,2,0,0.855,181,0,164,1,0.0,99.0,0.0,1,0,79.80635888324873
ENSG00000168884,TNIP2,chr4,2741648,2756367,-1,1,0,0.94,33,1,30,0,0.0,80.0,0.0,2,0,79.30118666666665
ENSG00000087266,SH3BP2,chr4,2793020,2841291,1,3,0,0.9467,115,6,109,0,0.0,471.0,0.0,6,0,78.98938775510204
ENSG00000087274,ADD1,chr4,2843576,2930082,1,2,0,0.825,114,5,104,0,0.0,313.0,0.0,3,0,76.98816091954023
ENSG00000109736,MFSD10,chr4,2930559,2935462,-1,2,0,0.735,15,3,12,0,0.0,48.0,0.0,2,0,74.85795999999999
ENSG00000087269,NOP14,chr4,2937933,2963406,-1,2,0,0.92,55,2,50,0,0.0,60.0,0.0,1,0,73.90343076923077
ENSG00000125388,GRK4,chr4,2963571,3040760,1,1,0,0.98,85,3,51,5,0.0,85.0,0.0,1,0,71.17299487179487
ENSG00000197386,HTT,chr4,3041363,3243957,1,2,0,0.745,253,3,219,7,0.0,590.0,0.0,7,0,67.96707794117647
ENSG00000188981,MSANTD1,chr4,3244369,3271738,1,2,0,0.875,56,1,35,4,0.0,32.0,0.0,0,0,66.97717931034482
ENSG00000159788,RGS12,chr4,3293021,3439913,1,8,0,0.8188,267,2,233,3,0.0,102.0,0.0,4,0,63.676220270270264
ENSG00000109758,HGFAC,chr4,3441924,3449493,1,1,0,0.61,25,2,12,4,0.0,178.0,0.0,0,0,62.824175
ENSG00000175920,DOK7,chr4,3463306,3501473,1,5,0,0.734,95,1,90,1,0.0,109.0,0.0,0,0,62.409507692307685
ENSG00000163956,LRPAP1,chr4,3503612,3532446,-1,8,0,0.7912,67,1,39,7,0.0,308.0,0.0,1,0,61.025817241379315
ENSG00000184160,ADRA2C,chr4,3766348,3768526,1,1,0,1.09,6,1,5,0,0.0,308.0,0.0,0,0,51.221475
ENSG00000163982,OTOP1,chr4,4188726,4226929,-1,1,0,0.8,23,1,9,5,0.0,51.0,0.0,0,0,62.37033076923078
ENSG00000132406,TMEM128,chr4,4235541,4248239,-1,1,0,1.06,7,1,4,0,0.0,24.0,0.0,1,0,63.137269230769235
